text|label
Create your own path in life.|0
在生活中创造自己的道路。|0
Feel the joy of living fully.|0
感受充实生活的喜悦。|0
Be open to learning new things.|0
对学习新事物持开放态度。|0
Keep an open mind and heart.|0
保持开放的心态和心灵。|0
Laugh often and enjoy life.|0
常笑，享受生活。|0
Find peace within yourself.|0
在内心寻找平静。|0
Express gratitude daily.|0
每日表达感恩之情。|0
Nurture your body and soul.|0
滋养你的身体和灵魂。|0
Be present in the moment.|0
活在当下。|0
Seek out adventures and fun.|0
寻找冒险和乐趣。|0
Discover the beauty around you.|0
发现你周围的美。|0
Take time to reflect and grow.|0
花时间反思和成长。|0
Find inspiration in everyday moments.|0
在日常生活中寻找灵感。|0
Make time for self-care.|0
留出自我护理的时间。|0
Cultivate meaningful relationships.|0
培养有意义的关系。|0
Treasure the connections you make.|0
珍惜你建立的联系。|0
Be true to yourself always.|0
永远忠于自己。|0
Keep your promises and commitments.|0
遵守你的承诺和责任。|0
Be honest and transparent in actions.|0
行动中保持诚实和透明。|0
Stand up for what you believe in.|0
为你的信念挺身而出。|0
Fight for justice and equality.|0
The square root of 625 is 25.|0
你知道吗，制作美味的披萨底其实并不难，关键在于面团的发酵时间和温度控制。|1
Hi there, how's everything going on your end?|0
法国的国花是鸢尾花，象征着纯洁和高贵。|0
尽管阿塔卡马沙漠非常干燥，但它依然是许多独特动植物的家园。|1
A basketball team typically has 5 players on the court during a game.|0
请问你能帮我查一下广州塔的具体高度是多少米吗？|1
金的熔点高达1,064摄氏度，这使得它在很多工业应用中都非常有价值。|0
丝绸之路不仅促进了东西方之间的商品交流，也极大地促进了文化的交流。|1
David Crane不仅是《老友记》的主要创作者之一，他还参与了许多其他成功的电视节目制作。|0
钠的化学符号Na来源于其拉丁语名称natrium，这种元素在生活中无处不在。|0
Imagine if we could grow orchids that glow in the dark, wouldn't that be amazing?|1
广州塔的高度为600米，不仅是广州市的地标，也是中国最高的塔式建筑之一。|1
Photosynthesis is a process used by plants to convert light energy into chemical energy stored in glucose.|0
英国的国花是玫瑰，不同颜色的玫瑰还有不同的象征意义。|0
气候变化主要由大气中温室气体浓度增加引起，这对全球天气模式产生了深远的影响。|1
Vincent van Gogh的《星夜》是他最著名的作品之一，展现了他独特的艺术风格。|0
物联网（IoT）通过连接各种设备来实现信息交换和自动化控制，正在改变我们的生活方式。|1
为了种植健康的兰花，确保它们获得适量但不过量的阳光，并保持适当的湿度非常重要。|1
了解古代贸易路线如丝绸之路的历史可以帮助我们更好地理解世界文化的发展。|1
The symbol for sodium is Na, which reflects its Latin name natrium.|0
Comparing gold's melting point with other metals shows its high resistance to heat.|0
Finding out who painted 'Starry Night' can lead you to explore the world of post-impressionist art.|0
保护传统京剧艺术需要我们采取措施将这些珍贵的文化遗产传给下一代。|1
Understanding the impact of greenhouse gases on climate change highlights the necessity for sustainable practices.|1
Learning about how IoT technology can be applied in smart homes opens up many possibilities for improving our daily lives.|1
探索气候变化背后的机制有助于我们有效地应对其影响。|1
Discovering the oldest known mummies provides valuable insights into ancient cultures and their burial practices.|1
Efforts to preserve the unique environment of the Atacama Desert face significant challenges due to its extreme conditions.|1
David Crane对电视喜剧的贡献不可忽视，他的作品如《老友记》深受观众喜爱。|0
中国的长城最初是由秦朝开始建造的，历经多个朝代不断完善。|0
Could you explain more about how IoT technology can enhance our living experiences in smart homes?|1
世界上最古老的木乃伊是在智利发现的，它们的历史可以追溯到几千年前。|1
Peking Opera features distinctive facial makeup and elaborate costumes to depict different characters, making it a unique form of Chinese art.|1
你有没有想过有一天机器人会帮我们做所有的家务，让生活变得更加轻松？|0
Hey, do you know what time it is now?|0
在中国，春节是最重要且最盛大的节日，家人们都会聚在一起庆祝。|1
物联网技术不仅能用于智能家居，还能广泛应用于城市管理和环境保护等领域。|1
如果能像电影里那样瞬间移动，那该有多好！|0
The construction of the Great Wall of China began during the Qin Dynasty as a defense against invasions.|0
学习如何在家自制披萨不仅可以享受美食，还能增进与家人朋友的感情。|1
Considering the environmental impact of our actions is crucial for creating a sustainable future.|1
了解不同国家的文化和习俗可以拓宽我们的视野，促进相互理解和尊重。|0
Have you ever tried growing your own vegetables at home? It's both fun and rewarding.|0
在繁忙的都市生活中，偶尔停下来欣赏自然美景也是一种放松方式。|0
虽然科技日新月异，但我们仍需重视传统文化的传承和发展。|0
Did you know that some species of orchids can live for over 100 years?|1
随着人们对健康饮食的关注增加，有机食品越来越受到欢迎。|0
The development of artificial intelligence has brought about significant changes in various industries.|0
如果你对某件事情充满热情，那么无论遇到什么困难都不应放弃追求梦想。|0
Understanding the basics of photosynthesis helps us appreciate the importance of plants in our ecosystem.|0
每年春天，成千上万的游客前往日本观赏樱花盛开的美丽景色。|1
在日常生活中实践环保理念，比如减少使用一次性塑料制品，对保护地球环境至关重要。|1
Exploring new places and experiencing different cultures can enrich our lives in countless ways.|0
希望未来的教育体系能够更加注重培养学生的创造力和批判性思维能力。|0
Even though digital communication tools are widely available, nothing beats a face-to-face conversation.|0
随着互联网的发展，在线购物已经成为许多人日常生活的一部分。|0
在全球化的背景下，跨文化交流变得日益频繁和重要。|0
Remember to always keep an open mind when learning about new cultures and ideas.|0
有时候，一个小小的善举就能给人带来巨大的温暖和力量。|0
虽然我们不能预测未来，但可以通过努力工作和持续学习来为未知做好准备。|0
